TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-18,2026-08-18,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,B,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,18.07,19.25,17.86,18.62,18.62,17.90,,18.60,,,1382583,25841791.00,4031,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,18605.75,18717.95,18084.05,18245.00,18245.00,18610.00,,18203.66,,,6690,122538895.00,1582,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,1087.35,1099.95,1087.35,1092.95,1092.95,1090.00,,1094.30,,,116455,127413372.00,5107,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD,660.80,669.45,650.00,652.15,652.15,655.65,,653.15,,,127654,84436478.00,3303,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,609.30,633.60,609.30,629.20,625.45,611.55,,628.60,,,22425,14038602.00,974,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1404.00,1404.00,1380.00,1390.40,1390.00,1404.00,,1390.76,,,6399,8883925.00,367,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4040.60,4070.00,3969.60,3980.70,4003.90,4041.85,,3979.87,,,3189,12754368.00,651,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,754.35,757.95,747.00,752.75,753.80,758.25,,753.07,,,53167,40041931.00,2081,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500048,INE258A01024,BEML,A,,,,,BEML LTD.,1906.95,1973.00,1895.50,1964.40,1964.40,1907.40,,1965.47,,,50803,98998125.00,2482,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,412.85,416.15,411.10,411.90,411.90,412.40,,412.00,,,429869,177571474.00,5403,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500051,INE099C01010,BHAGGAS,XT,,,,,BHAGAWATI GAS LIMITED,10.92,11.36,10.70,11.36,11.36,10.82,,11.36,,,60002,671691.00,168,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,123.65,124.40,121.05,122.55,121.60,122.85,,122.20,,,54630,6684071.00,398,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,12.31,12.31,12.02,12.10,12.19,12.31,,12.10,,,16726,203372.00,55,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,T,,,,,BIL VYAPAR LIMITED,4.25,4.25,4.09,4.09,4.09,4.25,,4.10,,,2138,8866.00,11,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,T,,,,,Birla Cable Limited,278.50,292.40,267.00,292.40,292.40,278.50,,293.09,,,20846,5869210.00,325,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1515.30,1535.00,1490.05,1494.00,1494.00,1509.45,,1493.01,,,30294,45649176.00,1829,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,11676.00,11959.90,11676.00,11866.95,11926.00,11650.00,,11714.99,,,59,697407.00,34,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,260.00,268.00,260.00,267.05,268.00,264.00,,267.05,,,465,121913.00,13,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,50.55,50.55,49.90,49.98,50.00,50.10,,49.95,,,2650,132953.00,64,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,348.00,348.60,338.95,344.70,342.00,351.65,,341.98,,,266,91658.00,35,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,22.00,22.39,21.50,22.04,22.00,22.00,,21.94,,,187695,4139228.00,991,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,170.15,171.00,167.80,168.00,168.00,170.15,,167.98,,,187966,31782500.00,1463,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,438.00,438.00,433.30,434.45,435.00,439.10,,434.40,,,25684,11158614.00,1382,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,473.35,477.80,463.90,465.00,465.65,475.75,,465.23,,,222078,104202642.00,7776,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1430.05,1437.55,1429.35,1431.85,1431.85,1430.00,,1431.10,,,12169,17448881.00,1150,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,588.00,592.80,586.00,589.70,589.70,589.05,,584.37,,,369,217597.00,107,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4509.95,4509.95,4402.00,4442.95,4445.00,4486.05,,4442.51,,,2508,11136132.00,353,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,899.95,900.00,890.05,893.95,893.95,898.40,,894.20,,,84577,75615156.00,2186,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,405.75,406.55,402.10,403.50,403.50,407.60,,403.50,,,63460,25618989.00,2492,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,463.70,467.60,449.00,452.70,450.45,458.40,,452.70,,,28909,13327335.00,856,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,552.60,552.60,522.00,527.05,527.05,552.30,,526.51,,,34155,18222130.00,1977,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,435.95,435.95,423.75,425.20,425.20,435.00,,425.00,,,468222,200663460.00,5683,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,368.65,373.80,366.10,366.15,366.15,371.00,,366.01,,,619644,229384394.00,6229,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,78.90,81.80,78.31,81.41,81.41,78.97,,81.36,,,3833889,309488440.00,14045,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,27.11,27.56,26.90,27.08,26.90,27.07,,27.08,,,68417,1863179.00,606,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,176.55,188.95,176.40,177.35,177.35,177.30,,177.43,,,3154114,579416231.00,20776,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,1396.00,1454.25,1389.75,1404.25,1404.25,1382.75,,1404.01,,,256444,366217591.00,11352,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,1059.75,1067.70,1053.25,1053.70,1053.70,1064.00,,1053.01,,,268652,284240824.00,10128,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,174.90,174.90,170.00,170.40,170.40,173.00,,170.20,,,256466,44108733.00,2768,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,5068.00,5092.50,5043.00,5050.40,5050.40,5070.00,,5048.61,,,12912,65308546.00,2643,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,82.73,82.73,81.04,81.14,81.04,82.15,,81.11,,,158116,12897406.00,960,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,44.29,44.87,43.41,43.60,43.61,44.29,,43.68,,,88391,3876397.00,503,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,172.85,177.00,166.50,168.70,168.00,171.05,,168.65,,,95555,16457314.00,1137,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,236.00,241.50,232.50,239.35,241.40,236.00,,237.36,,,851,202077.00,36,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,11800.05,11951.70,11530.00,11657.00,11773.30,11715.15,,11700.28,,,456,5344900.00,254,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1191.05,1191.05,1176.45,1180.50,1180.50,1192.00,,1178.81,,,36595,43352022.00,3190,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,794.65,797.55,772.35,779.30,778.80,791.75,,780.56,,,22711,17800412.00,1195,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5825.00,5845.00,5748.50,5833.20,5816.00,5817.45,,5837.90,,,817,4738294.00,180,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,71.48,72.35,71.00,71.21,71.37,72.05,,71.25,,,45466,3250093.00,424,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500133,INE284A01012,ESABINDIA,B,,,,,ESAB INDIA LTD.,6300.00,6320.00,6156.20,6185.75,6156.20,6291.25,,6177.72,,,442,2758275.00,168,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,242.90,246.70,242.50,245.05,242.50,242.30,,245.14,,,49707,12190010.00,1382,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,99.60,99.60,96.52,97.34,97.90,99.05,,97.53,,,24888,2433338.00,857,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,11.24,11.90,11.24,11.24,11.24,11.93,,11.24,,,520,6083.00,20,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500143,INE160F01013,PHCAP,XT,,,,,P H CAPITAL LIMITED,991.00,1005.00,983.50,999.10,1001.50,1000.15,,999.10,,,2008,2007480.00,110,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1325.95,1338.00,1300.35,1330.25,1324.35,1320.80,,1329.37,,,41224,54566776.00,1751,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,8419.00,8686.00,8250.00,8419.90,8686.00,8418.70,,8366.79,,,2276,19012037.00,479,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500148,INE516A01017,UFLEX,B,,,,,UFLEX LTD.,620.00,630.00,586.40,613.30,609.90,587.15,,613.30,,,324820,198216747.00,6382,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,5700.00,5750.00,5490.00,5521.35,5529.60,5636.00,,5511.64,,,86,476553.00,40,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500153,INE388A01029,GANESHBE,T,,,,,GANESH BENZOPLAST LTD.,120.90,120.90,112.60,115.00,115.00,116.65,,115.31,,,6089,700360.00,41,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500159,INE085D01033,METROGLOBL,B,,,,,METROGLOBAL LIMITED,151.05,152.40,143.05,147.55,152.40,157.20,,149.79,,,4804,706613.00,260,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,7.93,7.93,7.38,7.43,7.43,7.35,,7.47,,,21056,157739.00,101,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,2112.25,2141.00,2103.00,2109.00,2109.00,2131.00,,2102.72,,,14502,30638450.00,1239,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,1223.10,1236.90,1190.00,1232.90,1223.80,1222.10,,1230.26,,,14333,17429850.00,649,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,205.40,206.15,200.65,201.25,201.40,205.85,,201.06,,,17736,3598957.00,623,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,214.00,217.95,211.00,216.40,217.80,214.10,,216.40,,,5269,1126552.00,90,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,775.80,775.80,760.20,764.85,763.00,766.05,,763.60,,,1213,928340.00,123,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,24.00,24.00,23.23,24.00,24.00,24.85,,24.00,,,7473,179221.00,23,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,432.55,443.70,431.50,439.10,438.60,433.25,,439.51,,,19898,8743120.00,1377,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,50.05,51.56,49.56,51.51,51.56,49.07,,51.23,,,6864,347771.00,103,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500174,INE540A01017,GLFL,B,,,,,GUJARAT LEASE FINANCING LTD.,5.83,5.85,5.68,5.85,5.85,5.95,,5.72,,,1450,8305.00,8,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500178,INE905C01034,HARCR,XT,,,,,HARIG CRANKSHAFTS LTD.,18.80,18.80,18.80,18.80,18.80,17.91,,18.80,,,96,1804.00,13,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,11.50,11.50,11.25,11.35,11.37,11.25,,11.32,,,24327,276084.00,184,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,727.00,728.90,723.00,723.20,723.20,730.00,,723.00,,,944138,684523457.00,33861,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,5759.95,5775.00,5692.90,5737.00,5737.00,5760.00,,5745.49,,,28478,163104047.00,3918,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,218.85,230.40,218.50,230.25,230.25,219.45,,230.04,,,1287520,294083103.00,12316,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,784.35,789.90,768.80,781.20,781.20,788.00,,781.78,,,146406,113910119.00,4196,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,20.31,20.55,19.94,20.05,20.05,20.36,,20.04,,,768009,15479018.00,1689,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,B,,,,,HINDUSTAN OIL EXPLORATION CO.L,154.35,159.40,154.35,156.55,156.30,154.80,,156.49,,,35907,5637968.00,500,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500187,INE415A01038,AGI,B,,,,,AGI GREENPAC LIMITED,716.05,719.45,707.00,711.75,712.00,716.15,,711.70,,,1405,998528.00,103,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,568.10,568.90,558.20,558.20,558.20,567.60,,558.00,,,147918,83298043.00,4292,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,121.35,121.90,115.00,117.00,117.00,122.80,,116.17,,,1731,204705.00,53,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,61.00,61.99,60.55,60.65,60.65,60.81,,60.81,,,6882,423335.00,49,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,2.10,2.10,1.86,1.97,1.98,1.95,,1.97,,,7540,14765.00,31,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,6.61,6.75,6.61,6.67,6.71,6.75,,6.69,,,25781,171993.00,135,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,472.80,487.50,472.80,482.10,484.65,471.95,,480.15,,,4451,2152021.00,240,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500201,INE560A01023,INDIAGLYCO,A,,,,,INDIA GLYCOLS LTD.,1059.35,1163.25,1059.35,1138.60,1140.00,1071.55,,1139.18,,,118772,136083360.00,4032,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500202,INE333C01013,INDLEASE,X,,,,,INDIA LEASE DEVELOPMENT LTD.,7.65,7.65,7.65,7.65,7.65,7.60,,7.65,,,10,76.00,1,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500206,INE680B01019,MARGOFIN,X,,,,,MARGO FINANCE LIMITED,67.50,70.10,67.50,70.01,70.00,68.61,,70.01,,,1527,105815.00,19,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,54.40,59.02,54.40,56.86,56.86,54.57,,56.81,,,20155,1140124.00,551,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1126.50,1132.30,1112.80,1115.00,1115.00,1138.00,,1115.00,,,258821,289512067.00,10104,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500210,INE177A01018,INGERRAND,B,,,,,INGERSOLL-RAND (INDIA) LTD.,4490.00,4720.00,4490.00,4694.25,4700.00,4490.00,,4691.30,,,3881,18019535.00,755,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,308.00,310.00,300.60,306.35,306.95,306.80,,306.35,,,1640,500095.00,69,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,377.35,378.50,369.00,370.45,369.00,374.45,,370.30,,,16602,6186038.00,770,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500215,INE209A01019,SUNDROP,B,,,,,SUNDROP BRANDS LIMITED,658.45,664.35,649.00,649.00,649.00,652.85,,649.45,,,735,478693.00,35,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,27.56,27.88,27.41,27.60,27.65,27.70,,27.53,,,148738,4094858.00,666,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500220,INE711C01028,JASCH,XT,,,,,JASCH INDUSTRIES LTD.,300.00,300.00,295.00,297.00,297.00,290.25,,297.00,,,757,224844.00,26,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LIMITED,650.05,671.20,645.75,645.75,645.75,665.30,,646.65,,,1113,730838.00,66,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,1274.35,1285.50,1265.00,1280.00,1280.00,1282.00,,1267.65,,,22634,28876808.00,1638,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1243.15,1247.15,1220.10,1228.20,1220.10,1252.05,,1225.88,,,10980,13541116.00,723,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500234,INE437B01014,KAKATCEM,B,,,,,KAKATIYA CEMENT SUGAR & INDUST,114.60,114.60,109.85,109.85,109.85,109.90,,112.75,,,70,7969.00,5,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,822.15,834.70,820.00,820.80,821.00,830.40,,821.32,,,983,809998.00,173,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500236,INE252C01023,KANELIND,XT,,,,,KANEL INDUSTRIES LIMITED,59.35,59.35,59.35,59.35,59.35,62.47,,59.35,,,7012,416162.00,38,F1,1,,,,,
